item_id,question_id,anonymous_system_label,question,gold_atomic_fact,source_evidence,answer,review_label,review_reason,confidence
RQ4-rq4-v1-045-SYSTEM_B-F02,rq4-v1-045,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for seed of Gordon Euryale?","The source records the meridians of seed of Gordon Euryale as: Spleen,Kidney.","Source entity: seed of Gordon Euryale. Source: SymMap v2. Herb: seed of Gordon Euryale. Pinyin: Qianshi. Latin name: Semen Euryales,Euryales Semen. Traditional properties: Sweet,Astringent,Calm. Meridians: Spleen,Kidney. Traditional class: Astringent Medicinal.","Corpus v1 records the traditional properties of seed of Gordon Euryale as Sweet, Astringent, and Calm. It is associated with the Spleen and Kidney meridians. The traditional class is Astringent Medicinal. The source-recorded function includes strengthening the kidney to preserve essence, draining dampness to relieve leucorrhagia, and strengthening the spleen to relieve diarrhea. [tcmv1-0e6f206b180736a9c7aea253] [tcmv1-dad98d6f2db37248fff21ea5] [tcmv1-723970581cd3b368d9fa4cbc]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-019-SYSTEM_A-F02,rq4-v1-019,SYSTEM_A,What source-recorded function and indication are listed for Degelatined Deer-horn?,"The source records the indication of Degelatined Deer-horn as: Treatment of yang deficiency of the spleen and the kidney characterized by anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections and modulations..","Source entity: Degelatined Deer-horn. Source: TCMBank. Herb: Degelatined Deer-horn. Pinyin: LU JIAO SHUANG. Latin name: Cornu Cervi Degelatinatum. Traditional properties: Warm; Salty. Meridians: Liver; Kidney. Source-recorded function: Treatment of yang deficiency of the spleen and the kidney characterized by anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections and modulations.. Source-recorded indication: Treatment of yang deficiency of the spleen and the kidney characterized by anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections and modulations..","TCM educational synthesis: Herbal Knowledge Agent: Degelatined Deer-horn is recorded in traditional Chinese medicine with the pinyin name LU JIAO SHUANG and the Latin name Cornu Cervi Degelatinatum. It is traditionally characterized as having warm and salty properties, acting on the Liver and Kidney meridians. The source reports its function and indication for treating yang deficiency of the spleen and kidney, which presents symptoms such as anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections, and modulations. [tcmv1-0a2600dc06c75e14c20cf32c] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-009-SYSTEM_B-F03,rq4-v1-009,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Japanese Conehead?",The source records the used part of Japanese Conehead as: whole herb.,"Source entity: Japanese Conehead. Source: TCMBank. Herb: Japanese Conehead. Pinyin: HONG ZE LAN. Latin name: Strobilanthes japonicus [Syn. Championella japonica]. Used part: whole herb. Source-recorded function: To quicken blood and free menstruation, transform stasis and move water.. Source-recorded indication: Menstrual disorder, dysmenorrhea, amenorrhea, postpartum abdominal pain, concretion and conglomeration, swollen welling abscess, knocks and falls..","TCM educational synthesis: Herbal Knowledge Agent: Japanese Conehead, known as HONG ZE LAN in pinyin and Strobilanthes japonicus [Syn. Championella japonica] in Latin, is used as a whole herb in traditional Chinese medicine. The source records indicate its functions as quickening blood and freeing menstruation, as well as transforming stasis and moving water. It is traditionally used to treat menstrual disorders, dysmenorrhea, amenorrhea, postpartum abdominal pain, concretion and conglomeration, swollen welling abscesses, and knocks and falls. The evidence provided reflects these traditional claims without specifying mechanisms or validating them through modern biomedical research. [tcmv1-1b5fa36f4665e439f84f698f] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-057-SYSTEM_B-F03,rq4-v1-057,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Hairy Bayberry?",The source records the used part of Hairy Bayberry as: bark.,"Source entity: Hairy Bayberry. Source: TCMBank. Herb: Hairy Bayberry. Pinyin: MAO YANG MEI. Latin name: Myrica esculent. Used part: bark. Source-recorded function: To astringe intestines and check diarrhea, stanch bleeding, relieve pain.. Source-recorded indication: Diarrhea, dysentery, flooding and spotting, stomachache..","Hairy Bayberry's used part is the bark. Its functions include astringing the intestines to check diarrhea, staunching bleeding, and relieving pain. Its indications include diarrhea, dysentery, flooding and spotting, and stomachache. [tcmv1-0eb913d23bd7db7c6d3bc4f4]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-033-SYSTEM_A-F03,rq4-v1-033,SYSTEM_A,"What traditional properties, meridians, and class does Corpus v1 record for Mentha, Peppermint?","The source records the traditional class of Mentha, Peppermint as: Pungent Cool Diaphoretics.","Source entity: Mentha, Peppermint. Source: SymMap v2. Herb: Mentha, Peppermint. Pinyin: Bohe. Latin name: Menthae Haplocalycis Herba,Herba Menthae. Traditional properties: Pungent,Cool. Meridians: Lung,Liver. Traditional class: Pungent Cool Diaphoretics. Used part: dried aerial parts.","Corpus v1 records that Mentha, Peppermint has traditional properties of Pungent and Cool. It is associated with the Lung and Liver meridians. The traditional class is listed as Pungent Cool Diaphoretics. The used part is the dried aerial parts. [tcmv1-0ad01e6cb1a3a75bc753a308] [tcmv1-55e83b3dc4083651b661d7eb] [tcmv1-4cc2d7f1dd9a426d7555c6e1]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-071-SYSTEM_A-F01,rq4-v1-071,SYSTEM_A,What does TCM Research Corpus v1 record about indigestion due to accumulation?,"The source defines indigestion due to accumulation as: 是指由于饮食不节,损伤脾胃而出现的证候。","Source entity: indigestion due to accumulation. Source: SymMap v2. Syndrome: indigestion due to accumulation. Pinyin: Ji Zhi Bu Xiao. Source definition: 是指由于饮食不节,损伤脾胃而出现的证候。.","The TCM Research Corpus v1 records that indigestion due to accumulation (Ji Zhi Bu Xiao), indigestion (Yin Shi Bu Xiao and Yin Shi Ting Zhi), and indigestion with food retention (Shi Ji Bu Xiao) are all syndromes defined as arising from dietary indiscretion that damages the spleen and stomach. [tcmv1-63894395f9a20215165d45d0] [tcmv1-5ab15f2ef401d563fdbf3ec2] [tcmv1-dc3371b6500492e46b1a61da] [tcmv1-1bbf7362e507b0843a4eb22d]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-036-SYSTEM_A-F03,rq4-v1-036,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Laxleaf Sweetroot?",The source records the used part of Laxleaf Sweetroot as: root.,"Source entity: Laxleaf Sweetroot. Source: TCMBank. Herb: Laxleaf Sweetroot. Pinyin: XIANG GEN QIN. Latin name: Osmorhiza aristata var. laxa. Used part: root. Source-recorded function: To dissipate cold and effuse exterior, relieve pain, fortify stomach, brighten eyes.. Source-recorded indication: Wind-cold common cold, vertex headache, generalized pain..","Laxleaf Sweetroot is recorded as an herb with the pinyin name XIANG GEN QIN and the Latin name Osmorhiza aristata var. laxa. The used part is the root. Its source-recorded functions include dissipating cold, effusing exterior, relieving pain, fortifying the stomach, and brightening the eyes. It is traditionally indicated for wind-cold common cold, vertex headache, and generalized pain. [tcmv1-0ae93aac4a03f744a9216f75]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-057-SYSTEM_B-F01,rq4-v1-057,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Hairy Bayberry?","The source records the function of Hairy Bayberry as: To astringe intestines and check diarrhea, stanch bleeding, relieve pain..","Source entity: Hairy Bayberry. Source: TCMBank. Herb: Hairy Bayberry. Pinyin: MAO YANG MEI. Latin name: Myrica esculent. Used part: bark. Source-recorded function: To astringe intestines and check diarrhea, stanch bleeding, relieve pain.. Source-recorded indication: Diarrhea, dysentery, flooding and spotting, stomachache..","Hairy Bayberry's used part is the bark. Its functions include astringing the intestines to check diarrhea, staunching bleeding, and relieving pain. Its indications include diarrhea, dysentery, flooding and spotting, and stomachache. [tcmv1-0eb913d23bd7db7c6d3bc4f4]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-010-SYSTEM_A-F02,rq4-v1-010,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Japanese Pieris?",The source records the indication of Japanese Pieris as: Scab sore..,Source entity: Japanese Pieris. Source: TCMBank. Herb: Japanese Pieris. Pinyin: RI BEN MA ZUI MU. Latin name: Pieris japonica. Used part: leaf. Source-recorded function: To kill worms.. Source-recorded indication: Scab sore..,"The leaf is the used part of Japanese Pieris, and it is source-recorded to have the function of killing worms and the indication of treating scab sore. [tcmv1-09964f3afafc189afd4d4771]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-037-SYSTEM_B-F02,rq4-v1-037,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for fruit of Cherokee Rose;Rosa laevigata?","The source records the indication of fruit of Cherokee Rose;Rosa laevigata as: Emission, enuresis and frequent urination, flooding and spotting with vaginal discharge, chronic diarrhea and dysentery..","Source entity: fruit of Cherokee Rose;Rosa laevigata. Source: TCMBank. Herb: fruit of Cherokee Rose;Rosa laevigata. Pinyin: JIN YING ZI. Latin name: Fructus Rosae laevigatae. Traditional properties: Mild; Sour; Punkery. Meridians: Bladder; Large Intestine; Kidney. Used part: fruit. Source-recorded function: 1. To control the essence; 2. To astringe the intestines and stop diarrhea; 3. To decrease urination. Source-recorded indication: Emission, enuresis and frequent urination, flooding and spotting with vaginal discharge, chronic diarrhea and dysentery.. Clinical manifestations: 1. Its decoction in 1:3000-1:200 concentration inhibits the growth of influenzae virus and Bacillus dysenteriae in vitro.2. Promoting the secretion of gastric juice and enhancing the digestive function, also as an astringent..","TCM educational synthesis: Herbal Knowledge Agent: The fruit of Cherokee Rose;Rosa laevigata is traditionally recorded in TCM as having mild, sour, and punkery properties, acting on the Bladder, Large Intestine, and Kidney meridians. It is used to control essence, astringe the intestines to stop diarrhea, and decrease urination. Source-recorded indications include emission, enuresis, frequent urination, flooding and spotting with vaginal discharge, and chronic diarrhea and dysentery. Its decoction may inhibit influenzae virus and Bacillus dysenteriae in vitro. It also promotes gastric juice secretion and enhances digestion while functioning as an astringent. [tcmv1-0af2218ca42966bfc8199713] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
